Count,Sl.No.,Name of the Issuer,Initial Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date
1133,1133,INDIAN RESINS AND POLYMERS,SMERA BBB-/SMERA A3,06-Dec-17,,,,,,,,,,
1134,1134,INDIGO COLLECTIONS PRIVATE LIMITED,SMERA A4,16-Feb-15,SMERA B/SMERA A4,12-May-16,Indicative,18-Jul-17,,,,,,
1135,1135,INDIGO INFORMATION SYSTEMS PRIVATE LIMITED,SMERA BB,07-Feb-18,,,,,,,,,,
1136,1136,INDIGO MULTIFAB PRIVATE LIMITED,SMERA BB,17-Feb-17,,,,,,,,,,
1137,1137,INDIRA EXIM PRIVATE LIMITED,SMERA BB,28-Mar-18,,,,,,,,,,
1138,1138,INDIRA FILLING STATION,SMERA BB,16-Feb-18,,,,,,,,,,
1139,1139,INDO LAMINATES PRIVATE LIMITED,SMERA B-,22-Jun-15,Suspended,30-May-16,SMERA B+/SMERA A4,09-Mar-18,,,,,,
1140,1140,INDO SPANISH POLY INDUSTRIES,SMERA D,22-Feb-16,,,,,,,,,,
1141,1141,INDRAPRASTHA SHELTERS PRIVATE LIMITED,SMERA BBB-,11-Jul-16,Indicative,26-Oct-17,,,,,,,,
1142,1142,INDURO LIFE STYLE RESOURCES PRIVATE LIMITED,SMERA BB-/SMERA A4+,03-Mar-16,,,,,,,,,,
1143,1143,INDUS INTEGRATED INFORMATION MANAGEMENT LIMITED,SMERA BB/SMERA A4+,29-Dec-16,Indicative,09-Mar-18,,,,,,,,
1144,1144,INDUS MANUFACTURING PRIVATE LIMITED,SMERA B-/SMERA A4,09-Dec-15,,,,,,,,,,
1145,1145,"INDUS VALLEY WORLD SCHOOL A UNIT OF GOPALCHAKRABORTY CHARITABLE TRUST",SMERA B+,11-Feb-15,Suspended,30-Apr-16,,,,,,,,
1146,1146,INDUSIND MEDIA AND COMMUNICATION LIMITED,SMERA A/SMERA A1,27-Mar-18,,,,,,,,,,
1147,1147,INDUSTRIAL ASSOCIATES,SMERA BB/SMERA A4+,24-Feb-17,,,,,,,,,,
1148,1148,INDUSTRIAL BOILERS LIMITED,SMERA BB/SMERA A4+,23-Sep-16,Indicative,26-Oct-17,SMERA BB+/SMERA A4+,08-Mar-18,,,,,,
1149,1149,INDUSTRIAL MANUFACTURERS,SMERA B+/SMERA A4,06-Jul-17,,,,,,,,,,
1150,1150,INDUSTRIAL PLANT AND WASTE TREATMENT CORPORATION,SMERA BB+,23-Jul-15,,,,,,,,,,
1151,1151,INDUSTRIAL TECHNICAL CONSULTANT,SMERA A4,26-Oct-15,Suspended,28-Dec-16,SMERA A4,23-May-17,,,,,,
1152,1152,INFINIUM PHARMACHEM PRIVATE LIMITED,SMERA B+,23-Jul-16,Indicative,28-Aug-17,,,,,,,,
1153,1153,INFOPOWER TECHNOLOGIES LIMITED,SMERA BBB-/SMERA A3,17-Oct-16,Indicative,08-Jan-18,,,,,,,,
1154,1154,INFRA MOBILE,SMERA B,15-Dec-17,,,,,,,,,,
1155,1155,INLAND FACILITIES MANAGEMENT PRIVATE LIMITED,SMERA B-,04-Mar-15,Suspended,16-May-16,,,,,,,,
1156,1156,INMAC COMPUTERS PRIVATE LIMITED,SMERA BB-/SMERA A4+,07-Sep-17,,,,,,,,,,
1157,1157,INNOCOAT SYSTEMS INDIA PRIVATE LIMITED,SMERA B+/SMERA A4,22-Sep-17,,,,,,,,,,
1158,1158,"INNOVATIVE MANAGEMENT SOLUTIONS INDIA PRIVATELIMITED",SMERA B-,12-Dec-15,Indicative,31-Mar-17,,,,,,,,
1159,1159,INNOVATIVE MICROFINANCE FOR POVERTY ALLEVIATION AND C,MSMMEURAN IBT+Y TRANSFORMATION,08-Jan-18,,,,,,,,,,
1160,1160,INNOWAVE IT INFRASTRUCTURES LIMITED,SMERA BB/SMERA A4+,20-Feb-18,,,,,,,,,,
1161,1161,INTECH SAFETY PRIVATE LIMITED,SMERA BB-/SMERA A4+,25-Jan-17,,,,,,,,,,
1162,1162,INTEGRITY MINING CORPORATION PRIVATE LIMITED,SMERA BB,06-Feb-18,,,,,,,,,,
1163,1163,INTERNATIONAL AGRO FOODS,SMERA BB+,07-Apr-17,,,,,,,,,,
1164,1164,ION HEALTHCARE PRIVATE LIMITED,SMERA BBB+/SMERA A2,21-Jul-17,,,,,,,,,,
1165,1165,IONISATION FILTRATION INDUSTRIES PRIVATE LIMITED,SMERA B/SMERA A4,25-Aug-15,SMERA BB-/SMERA A4+,30-Nov-16,Indicative,20-Feb-18,,,,,,
1166,1166,IRBAZ SHOE COMPANY,SMERA A4,02-Jul-15,Suspended,17-Aug-16,,,,,,,,
1167,1167,IRIS CLOTHINGS PRIVATE LIMITED,SMERA B+,02-Dec-14,SMERA BB-,10-Jan-18,,,,,,,,
1168,1168,ISERVE SOLUTIONS & SERVICES PRIVATE LIMITED,SMERA BB/SMERA A4+,02-Jun-17,,,,,,,,,,
1169,1169,ISHAAN CLUBS & HOTELS PRIVATE LIMITED,SMERA BB,19-Nov-15,SMERA BB-,19-Apr-17,,,,,,,,
1170,1170,ISHAAN HOSPITALITY PRIVATE LIMITED,SMERA B+,02-Jan-15,Suspended,22-Mar-16,,,,,,,,
1171,1171,ISHWAR CHAND AGRO PRIVATE LIMITED,SMERA BB-,09-Jul-15,Suspended,07-Oct-16,,,,,,,,
1172,1172,ISHWAR RESORT HOTELS PRIVATE LIMITED,SMERA B,11-Jun-15,SMERA D,30-Aug-16,SMERA B-,29-Mar-17,,,,,,
1173,1173,ITI LIMITED,SMERA BBB-/SMERA A3,22-Aug-17,,,,,,,,,,
1174,1174,ITP INFOTECH PRIVATE LIMITED,SMERA B/SMERA A4,26-Jul-13,Suspended,13-Jan-16,,,,,,,,
1175,1175,IZZY METALS PRIVATE LIMITED,SMERA BB-/SMERA A4+,13-Jun-16,Indicative,23-Jun-17,,,,,,,,
1176,1176,J C FENASIA EXPORTS PRIVATE LIMITED,SMERA B-/SMERA A4,22-Apr-16,Indicative,09-Aug-17,SMERA B/SMERA A4,23-Jan-18,,,,,,
1177,1177,J C INFRA CORPORATION LIMITED,SMERA BB/SMERA A4+,24-Aug-15,SMERA BB+/SMERA A4+,19-Jan-18,,,,,,,,
1178,1178,J D ASSOCIATE,SMERA BB,15-May-17,,,,,,,,,,
1179,1179,J D INDUSTRIES INDIA LIMITED,SMERA D,28-Aug-14,SMERA B,26-Oct-15,,,,,,,,
1180,1180,J G AGRO FOODS,SMERA D,03-Nov-14,Suspended,01-Feb-16,,,,,,,,
1181,1181,J G RICE MILL,SMERA B+/SMERA A4,30-Jan-17,,,,,,,,,,
1182,1182,J J EXPO-IMPO,SMERA BB-/SMERA A4+,02-Jan-14,Suspended,22-May-15,,,,,,,,
1183,1183,J J EXPORTS,SMERA A4,20-Feb-14,Suspended,09-Jul-15,,,,,,,,
1184,1184,J K ELECTRIC CONTRACTOR,SMERA BB/SMERA A4+,06-Mar-18,,,,,,,,,,
1185,1185,J K ELECTRO POWER,SMERA BBB-,09-Jan-18,,,,,,,,,,
1186,1186,J K ENGINEERING PRIVATE LIMITED,SMERA BB/SMERA A4+,20-May-15,Suspended,28-Jun-16,,,,,,,,
1187,1187,J K INFRA-UTILITIES PRIVATE LIMITED,SMERA BBB-/SMERA A3,13-Jul-16,Indicative,15-Nov-17,,,,,,,,
1188,1188,J K NON WOVEN BAGS PRIVATE LIMITED,SMERA B+,28-May-15,SMERA D,11-Aug-16,Indicative,15-Jan-18,,,,,,
1189,1189,J K SONS ENGINEERS PRIVATE LIMITED,SMERA BBB+/SMERA A2+,07-Feb-18,,,,,,,,,,
1190,1190,J M MHATRE INFRA PRIVATE LIMITED,SMERA B+/SMERA A4,30-Jan-16,Indicative,23-Feb-17,,,,,,,,
1191,1191,J P ALLOYS,SMERA B,13-Mar-15,Suspended,23-May-16,,,,,,,,
1192,1192,J P DYECHEM PRIVATE LIMITED,SMERA BB+/SMERA A4+,22-Mar-16,Indicative,14-Jul-17,,,,,,,,
1193,1193,J P ENTERPRISES,SMERA BB-/SMERA A4,07-Apr-15,SMERA BB/SMERA A4+,18-Dec-15,Indicative,12-May-17,,,,,,
1194,1194,J S DESIGNER LIMITED,SMERA D,16-Jan-15,Indicative,28-Oct-17,,,,,,,,
1195,1195,J S MEDIMAX PRIVATE LIMITED,SMERA D/SMERA D,10-Oct-17,,,,,,,,,,
1196,1196,J S S STEELITALIA LIMITED,SMERA BB/SMERA A4+,17-Aug-15,SMERA BB-/SMERA A4+,29-Nov-16,Indicative,30-Jan-18,,,,,,
1197,1197,J V CONBUILD PRIVATE LIMITED,SMERA BB/SMERA A4+,07-Sep-17,,,,,,,,,,
1198,1198,JADALA TRADERS,SMERA B-,01-Nov-17,,,,,,,,,,
1199,1199,JADHAO COTTON INDUSTRIES,SMERA B,14-Nov-17,,,,,,,,,,
1200,1200,JADIA PIPES (INDIA) LIMITED,SMERA BB-/SMERA A4+,27-Feb-14,Suspended,08-May-15,,,,,,,,
1201,1201,JAGADEESH MARINE EXPORTS,SMERA BBB-/SMERA A3+,17-Mar-17,,,,,,,,,,
1202,1202,JAGADISH FEEDS AND FARMS,SMERA BB-,05-Feb-18,,,,,,,,,,
1203,1203,JAGANNATH ICE AND COLD STORAGE,SMERA B,03-Feb-16,,,,,,,,,,
1204,1204,JAGAT AGRO,SMERA B+,17-Jun-15,Suspended,20-Jun-16,,,,,,,,
1205,1205,JAGDAMBA ISPAT PRIVATE LIMITED,SMERA BB-,28-Feb-18,,,,,,,,,,
1206,1206,JAGDISH PRASAD AGARWAL,SMERA B+/SMERA A4,24-Mar-18,,,,,,,,,,
1207,1207,JAGJIT PUBLISHING COMPANY PRIVATE LIMITED,SMERA B-,09-Dec-14,Suspended,13-Feb-16,,,,,,,,
1208,1208,JAGMOHAN LAL GUPTA ESTATES PRIVATE LIMITED,SMERA B-,25-Jul-15,Suspended,21-Oct-16,,,,,,,,
1209,1209,JAHIR IMPEX,SMERA B/SMERA A4,20-Sep-16,Indicative,02-Jan-18,,,,,,,,
1210,1210,JAHNVIS MULTI FOUNDATION,SMERA D,26-Apr-17,,,,,,,,,,
1211,1211,JAI BALAJI JYOTI STEELS LIMITED,SMERA D,19-Aug-16,Indicative,26-Sep-17,,,,,,,,
1212,1212,JAI BEVERAGES PRIVATE LIMITED,SMERA A,31-Mar-18,,,,,,,,,,
1213,1213,JAI BHARAT RICE MILLS,SMERA BB-,18-May-17,,,,,,,,,,
1214,1214,JAI DURGA IRON PRIVATE LIMITED,SMERA BB/SMERA A4+,11-Sep-15,,,,,,,,,,
1215,1215,JAI HANUMAN AGRO INDUSTRIES,SMERA B+/SMERA A4,12-Dec-16,Indicative,17-Jan-18,SMERA B+/SMERA A4,26-Feb-18,,,,,,
1216,1216,JAI HANUMAN EDUCATION SOCIETY,SMERA D,24-Mar-14,Indicative,28-Feb-18,,,,,,,,
1217,1217,JAI HANUMAN RICE AND GEN MILLS,SMERA BB-,13-Jul-17,,,,,,,,,,
1218,1218,JAI JAI RAM SINGH INFRASTRUCTURE PRIVATE LIMITED,SMERA A4+,22-Jan-15,Suspended,29-Mar-16,,,,,,,,
1219,1219,JAI KAR TECHNO PRIVATE LIMITED,SMERA BBB-/SMERA A3,19-Jan-16,,,,,,,,,,
1220,1220,JAI MAHAVIR HOMETEX,SMERA B+,13-Oct-17,,,,,,,,,,
1221,1221,JAI PRABHUJI IRON AND STEEL PRIVATE LIMITED,SMERA BB-/SMERA A4+,11-Jul-17,,,,,,,,,,
1222,1222,JAI PREETAM COTSPINS PRIVATE LIMITED,SMERA D,28-Aug-15,Suspended,26-Oct-16,,,,,,,,
1223,1223,JAI SHRIKRISHNA RICE MILL,SMERA B-,03-Feb-16,Indicative,16-May-17,,,,,,,,
1224,1224,JAIDHAR CONSTRUCTIONS,SMERA BB-/SMERA A4+,20-Feb-18,,,,,,,,,,
1225,1225,JAINAM SILK MILLS,SMERA BB-,05-Apr-13,Suspended,10-Sep-15,,,,,,,,
1226,1226,JAINCO BUILDCON LIMITED,SMERA BB/SMERA A4+,22-Sep-14,Indicative,03-Apr-17,,,,,,,,
1227,1227,JAKHAPUR JAGDAMBA CONSTRUCTION PRIVATE LIMITED,SMERA BB/SMERA A4+,15-Jan-18,,,,,,,,,,
1228,1228,JAMPANA CONSTRUCTION PRIVATE LIMITED,SMERA BBB-/SMERA A3,21-Nov-17,,,,,,,,,,
1229,1229,JANAK MEDICOS,SMERA B-,03-Dec-13,SMERA B,02-Jan-15,Suspended,28-Mar-16,,,,,,
1230,1230,JANATHA MOTORS,SMERA B,09-Aug-17,,,,,,,,,,
1231,1231,JAPTECH INDUSTRIES,SMERA BB/SMERA A4+,24-Aug-15,,,,,,,,,,
1232,1232,JASWANTSINGH OBEROI CONSTRUCTION PRIVATE LIMITED,SMERA BBB-/SMERA A3,18-Jan-16,,,,,,,,,,
1233,1233,JAVI HOME PRIVATE LIMITED,SMERA BB-/SMERA A4,27-Nov-13,Suspended,25-Feb-15,SMERA B/SMERA A4,07-May-15,Suspended,20-Jul-16,,,,
1234,1234,JAWAHAR CONSTRUCTIONS (PREVIOUSLY KNOWN AS K JAWAHA,S)MERA B+/SMERA A4,12-Mar-15,SMERA BB-/SMERA A4+,28-May-16,SMERA B+/SMERA A4,31-Aug-17,,,,,,
1235,1235,JAY AAY ALLOYS PRIVATE LIMITED,SMERA BB-/SMERA A4,21-Dec-17,,,,,,,,,,
1236,1236,JAY BHARAT PULSE MILLS,SMERA BB-/SMERA A4+,06-Dec-17,,,,,,,,,,
1237,1237,JAY DHEEP TECHNO ENTERPRISESS PRIVATE LIMITED,SMERA BB/SMERA A4+,07-Aug-17,,,,,,,,,,
1238,1238,JAYAA SREE TEXTILES PRIVATE LIMITED,SMERA B,09-Mar-16,Indicative,11-Jul-17,,,,,,,,
1239,1239,JAYACHANDRAN ALLOYS PRIVATE LIMITED,SMERA BBB/SMERA A2,20-Mar-18,,,,,,,,,,
1240,1240,JAYACHITRA GARMENTS,SMERA BB+/SMERA A4+,30-Jul-16,Indicative,30-Jan-18,,,,,,,,
1241,1241,JAYALAKSHMI CASHEW EXPORTS,SMERA B+/SMERA A4,09-Mar-17,Indicative,26-Mar-18,,,,,,,,
1242,1242,JAYALAXMI ENTERPRISES,SMERA BB,31-Jul-17,,,,,,,,,,
1243,1243,JAYANT K FURNISHERS,SMERA BB-/SMERA A4+,04-Apr-17,,,,,,,,,,
1244,1244,JAYANTHI AGRO INDUSTRIES,SMERA BB,27-Feb-18,,,,,,,,,,
1245,1245,JAYASHREE ELECTRON PRIVATE LIMITED,SMERA BB+/SMERA A4+,14-Aug-15,SMERA BBB-/SMERA A3,12-Dec-16,Indicative,20-Feb-18,,,,,,
1246,1246,JAYAWANT SHIKSHAN PRASARAK MANDAL,SMERA BBB-,16-Feb-17,SMERA BBB,27-Dec-17,,,,,,,,
1247,1247,JAYBEE INDUSTRIES - BHATINDA UNIT,SMERA BBB-/SMERA A3,13-Mar-18,,,,,,,,,,
1248,1248,JAYBEE INDUSTRIES - NALAGARH UNIT,SMERA BBB-/SMERA A3,13-Mar-18,,,,,,,,,,
1249,1249,JAYBEE LAMINATIONS PRIVATE LIMITED,SMERA BBB/SMERA A3+,29-Mar-18,,,,,,,,,,
1250,1250,JAYLON IMPEX INDIA PRIVATE LIMITED,SMERA BB/SMERA A4+,06-Oct-15,Indicative,25-Feb-17,,,,,,,,
1251,1251,JAYPEE PROJECTS LIMITED,SMERA BB-/SMERA A4,29-Mar-16,Indicative,23-Sep-17,,,,,,,,
1252,1252,JB PLASTOCHEM PRIVATE LIMITED,SMERA BB/SMERA A4+,08-Jul-15,,,,,,,,,,
1253,1253,JBJ TECHNOLOGIES LIMITED,SMERA B+/SMERA A4,27-Feb-17,,,,,,,,,,
1254,1254,JCC INFRAPROJECTS PRIVATE LIMITED,SMERA BB/SMERA A4+,07-Aug-15,Indicative,09-Jan-18,,,,,,,,
1255,1255,JCI CHEMICALS INDIA PRIVATE LIMITED,SMERA B,24-Aug-17,,,,,,,,,,
1256,1256,JDC INDIA LIMITED,SMERA B/SMERA A4,24-Jun-17,,,,,,,,,,
1257,1257,JEI GOWTHAM TEXTILE PRIVATE LIMITED,SMERA BB-,04-May-15,Suspended,27-Jun-16,,,,,,,,
1258,1258,JET SETTERS LIMITED,SMERA BB/SMERA A4+,16-Dec-15,Indicative,10-Mar-17,,,,,,,,
1259,1259,JEYACHANDRAN INDUSTRIES PRIVATE LIMITED,SMERA BBB+,18-Feb-17,,,,,,,,,,
1260,1260,JEYYAM GLOBAL FOODS PRIVATE LIMITED,SMERA BBB-,20-Apr-17,,,,,,,,,,
1261,1261,JHARKHAND GRIND CHEM PRIVATE LIMITED,SMERA BBB-/SMERA A3,06-Oct-16,Indicative,05-Jan-18,,,,,,,,
1262,1262,JHEEL FABRICS,SMERA B+,21-Jan-15,SMERA BB,14-Sep-15,Suspended,09-Dec-16,,,,,,
1263,1263,JIN PLAST INDIA LIMITED,SMERA B+,10-Jan-18,,,,,,,,,,
1264,1264,JITENDRA CHAUDHARY,SMERA B/SMERA A4,09-Jan-18,,,,,,,,,,
1265,1265,JKG INFRATECH PRIVATE LIMITED,SMERA BB-/SMERA A4+,09-Nov-15,,,,,,,,,,
1266,1266,JMG AUTOMOBILES,SMERA B+,15-Mar-18,,,,,,,,,,
1267,1267,JMJ EDUCATION SOCIETY,SMERA BB+/SMERA A4+,30-Mar-16,Indicative,18-Jul-17,,,,,,,,
1268,1268,JML MARKETINGS PRIVATE LIMITED,SMERA BBB/SMERA A3+,22-Feb-18,,,,,,,,,,
1269,1269,JO BLAND ENTERPRISES,SMERA BB/SMERA A4+,07-Apr-17,,,,,,,,,,
1270,1270,JODHPUR RBU INFRABUILD PRIVATE LIMITED,SMERA BBB-,19-Mar-18,,,,,,,,,,
1271,1271,JP MODATEX LLP,SMERA BB+/SMERA A4+,21-Mar-18,,,,,,,,,,
1272,1272,JPB CHEMICAL INDUSTRIES PRIVATE LIMITED,SMERA BB,28-Mar-18,,,,,,,,,,
1273,1273,JPN PHARMA PRIVATE LIMITED,SMERA BB+,24-Jul-15,SMERA BB,28-Nov-16,Indicative,28-Feb-18,,,,,,
1274,1274,JR METAL CHENNAI LIMITED,SMERA D,23-Aug-13,Suspended,20-Nov-14,,,,,,,,
1275,1275,JRK INDUSTRIES PRIVATE LIMITED,SMERA B,03-Aug-15,SMERA B+,08-Sep-16,Indicative,01-Nov-17,,,,,,
1276,1276,JS AUTO CAST FOUNDRY INDIA PRIVATE LIMITED,SMERA BBB-/SMERA A3,02-Dec-16,Indicative,06-Mar-18,,,,,,,,
1277,1277,JSK MARKETING LIMITED (PREVIOUSLY-JSK MARKETING PRIVATE,SIMIETREAD )BBB/SMERA A3+,08-Sep-16,SMERA A-/SMERA A2+,15-Dec-17,,,,,,,,
1278,1278,JUDIE CONSTRUCTIONS PRIVATE LIMITED,SMERA B-,29-Jun-17,,,,,,,,,,
1279,1279,JUMAX FOAM PRIVATE LIMITED,SMERA B/SMERA A4,10-Oct-14,Suspended,08-Jan-16,,,,,,,,
1280,1280,JUMPS AUTO INDUSTRIES LIMITED,SMERA BB+/SMERA A4+,05-Jun-15,Indicative,14-Feb-18,SMERA BB+/SMERA A4+,21-Mar-18,,,,,,
1281,1281,JUPITER DYECHEM PRIVATE LIMITED,SMERA A2,02-Nov-15,,,,,,,,,,
1282,1282,JWALAJI INDUSTRIES PRIVATE LIMITED,SMERA B,25-Apr-17,,,,,,,,,,
1283,1283,JYOTI AUTOMOBILES PRIVATE LIMITED,SMERA BB/SMERA A4+,18-Aug-15,Indicative,02-Jan-18,,,,,,,,
1284,1284,JYOTI BUILDTECH PRIVATE LIMITED,SMERA BBB-/SMERA A3,12-Jun-13,SMERA C/SMERA A4,08-Oct-14,Suspended,23-Dec-15,,,,,,
1285,1285,JYOTI INDUSTRIAL CORPORATION,SMERA BB-,19-Jan-18,,,,,,,,,,
1286,1286,JYOTI VINCOM PRIVATE LIMITED,SMERA D,17-Jul-15,Indicative,27-Oct-17,,,,,,,,
1287,1287,K A HOTEL,SMERA D,19-Jan-15,Suspended,30-Apr-16,,,,,,,,
1288,1288,K A R LEATHERS PRIVATE LIMITED,SMERA BB+,02-Jun-15,Indicative,23-Sep-17,,,,,,,,
1289,1289,K G N ELECTRICALS,SMERA BB/SMERA A4+,31-May-17,,,,,,,,,,
1290,1290,K GAUTHAMAN,SMERA BB-/SMERA A4,17-Mar-15,,,,,,,,,,
1291,1291,K GOWDA & CO,SMERA BB/SMERA A4+,18-Nov-16,Indicative,25-Jan-18,,,,,,,,
1292,1292,K I INTERNATIONAL LIMITED,SMERA BB-/SMERA A4,21-Oct-16,,,,,,,,,,
1293,1293,K J INTERNATIONAL,SMERA BBB-,31-Jul-17,SMERA BBB,22-Mar-18,,,,,,,,
1294,1294,K J STEEL ROLLING MILLS,SMERA BB,14-Sep-16,SMERA BBB-,18-Aug-17,SMERA BBB,22-Mar-18,,,,,,
1295,1295,K K AUTOMOTIVE PRIVATE LIMITED,SMERA BB-,29-Mar-18,,,,,,,,,,
1296,1296,K K BALUSAMY AND CO,SMERA B+,16-Aug-17,,,,,,,,,,
1297,1297,K K CORPORATION,SMERA B,17-Apr-15,Suspended,29-Apr-16,,,,,,,,
1298,1298,K K CORPORATION (MUMBAI),SMERA BB-,18-May-16,,,,,,,,,,
1299,1299,K K MINERALS,SMERA B+,24-Jul-14,Suspended,29-Sep-15,,,,,,,,
1300,1300,K KOTESWARA REDDY,SMERA BB-/SMERA A4,07-Mar-17,,,,,,,,,,
1301,1301,K M COTEX PRIVATE LIMITED,SMERA B+,30-Sep-16,Withdrawn,23-Feb-18,,,,,,,,
1302,1302,K M S SPINNERS,SMERA B,27-Dec-17,,,,,,,,,,
1303,1303,K M SUGAR MILLS LIMITED,SMERA BBB-/SMERA A3,15-Feb-18,,,,,,,,,,
1304,1304,K R PADMANABHAN AND SONS,SMERA B+,14-Feb-18,,,,,,,,,,
1305,1305,K R SOLVENT,SMERA BB+/SMERA A4+,22-Mar-18,,,,,,,,,,
1306,1306,K S AGRO EXPORTS,SMERA BBB+/SMERA A2,20-Aug-14,Withdrawn,05-Dec-14,,,,,,,,
1307,1307,K S STEEL & ALLOYS PRIVATE LIMITED,SMERA B,11-Apr-17,,,,,,,,,,
1308,1308,K SUBRAYA ANANTHA KAMATH AND SONS,SMERA BB+/SMERA A4+,21-Aug-17,,,,,,,,,,
1309,1309,K V DEVELOPERS PRIVATE LIMITED,SMERA B+,04-May-16,Indicative,16-Aug-17,,,,,,,,
1310,1310,K V PRATEEK ENTERPRISES,SMERA BB/SMERA A4+,28-Sep-16,,,,,,,,,,
1311,1311,K12 TECHNO SERVICES PRIVATE LIMITED,SMERA BB-,11-Dec-15,SMERA B-,27-Dec-16,Withdrawn,31-Jan-18,,,,,,
1312,1312,KAAISER OILS PRIVATE LIMITED,SMERA B/SMERA A4,12-Feb-14,Suspended,29-May-15,,,,,,,,
1313,1313,KABADI SHANKARSA & CO,SMERA BB+/SMERA A4+,13-Jan-16,Indicative,29-Mar-18,,,,,,,,
1314,1314,KADABA PRESS METAL AND PLASTICS MOULDS PRIVATE LIMITED,SMERA BB-,16-Nov-15,Indicative,15-Feb-17,,,,,,,,
1315,1315,KADODARA HOTELS,SMERA B+,18-Dec-17,,,,,,,,,,
1316,1316,KAG INDUSTRIES,SMERA B-,04-Jun-14,SMERA B/SMERA A4,26-Oct-15,SMERA D,01-Dec-16,Indicative,24-Feb-18,,,,
1317,1317,KAILASH TRADING CORPORATION,SMERA B/SMERA A4,06-Apr-15,Suspended,31-May-16,,,,,,,,
1318,1318,KAITHAL TIMBERS PRIVATE LIMITED,SMERA BB/SMERA A4+,12-Aug-15,SMERA BB+/SMERA A4+,25-Oct-16,SMERA D,27-Dec-17,,,,,,
1319,1319,KAIZEN AUTO,SMERA B,04-Apr-14,SMERA B+,17-Jul-15,SMERA D,25-Jul-16,Indicative,15-Nov-17,,,,
1320,1320,KAIZEN COLD FORMED STEEL PRIVATE LIMITED,SMERA B+/SMERA A4,04-Aug-15,Suspended,04-Nov-16,,,,,,,,
1321,1321,KAKADIAM,SMERA BB,28-Dec-16,,,,,,,,,,
1322,1322,KAKAN RICE MILL PRIVATE LIMITED,SMERA D,05-Aug-16,,,,,,,,,,
1323,1323,KAKATIYA COTTON INDUSTRIES,SMERA B+,17-Aug-17,,,,,,,,,,
1324,1324,KALAMKAR MOTORS,SMERA D,23-Jan-14,Suspended,08-May-15,,,,,,,,
1325,1325,KALATHIL EXPORTS INDIA PRIVATE LIMITED,SMERA B+,19-May-16,Indicative,15-Sep-17,,,,,,,,
1326,1326,KALCO ALU SYSTEMS PRIVATE LIMITED,SMERA B+/SMERA A4,08-Jun-15,Suspended,27-Jul-16,,,,,,,,
1327,1327,KALIMATA VYAPAAR PRIVATE LIMITED,SMERA B/SMERA A4,01-Jul-13,SMERA B+/SMERA A4,10-Mar-15,,,,,,,,
1328,1328,KALINGA CABLES & CONDUIT CO,SMERA B/SMERA A4,28-Jul-15,Indicative,15-Nov-17,,,,,,,,
1329,1329,KALISMA STEEL PRIVATE LIMITED,SMERA BBB-/SMERA A3,18-Dec-17,,,,,,,,,,
1330,1330,KALPATHARU BREWERIES & DISTILLERIES PRIVATE LIMITED,SMERA B+,25-Nov-16,Indicative,29-Jan-18,,,,,,,,
1331,1331,KALPATHARU LIQUOR DISTRIBUTORS,SMERA B+,25-Nov-16,,,,,,,,,,
1332,1332,KALYAN METRO MULTISPECIALITY HOSPITAL PRIVATE LIMITED,SMERA B-,08-May-13,Suspended,09-Jul-14,,,,,,,,
1333,1333,KALYANESWARI POLYFABS PRIVATE LIMITED,SMERA BB-/SMERA A4+,12-Mar-18,,,,,,,,,,
1334,1334,KALYANESWARI UDYOG PRIVATE LIMITED,SMERA BB-/SMERA A4,02-Sep-15,Suspended,28-Jul-16,SMERA B+/SMERA A4,13-Dec-16,Indicative,25-Jan-18,,,,
1335,1335,KAMACHI STEELS LIMITED,SMERA B/SMERA A4,12-Oct-16,Indicative,09-Feb-18,SMERA B/SMERA A4,20-Mar-18,,,,,,
1336,1336,KAMAKSHI OILS PRIVATE LIMITED (OPC),SMERA B,28-Jan-16,Indicative,13-May-17,,,,,,,,
1337,1337,KAMAL SUITINGS PRIVATE LIMITED,SMERA B+/SMERA A4,25-Mar-17,,,,,,,,,,
1338,1338,KAMAL TIMBERS INDIA PRIVATE LIMITED,SMERA BB+/SMERA A4+,15-Feb-18,,,,,,,,,,
1339,1339,KAMLA HOMES & LIFESTYLES PRIVATE LIMITED,SMERA BB-,17-Jan-14,Suspended,27-May-15,,,,,,,,
1340,1340,KAMLA NEHRU INSTITUTE OF CHILD EDUCATION,SMERA BB,17-Mar-17,,,,,,,,,,
1341,1341,KAMLA RICE & GENERAL MILL,SMERA BB-,10-Apr-17,,,,,,,,,,
1342,1342,KANAK AGRO INFRASTRUCTURE,SMERA B,31-Jul-17,,,,,,,,,,
1343,1343,KANCHAN INTERNATIONAL,SMERA A4,28-Mar-14,Suspended,27-May-16,,,,,,,,
1344,1344,KANCHAN VANIJYA PRIVATE LIMITED,SMERA B/SMERA A4,29-Feb-16,,,,,,,,,,
1345,1345,KANCHI KARPOORAM LIMITED,SMERA BB-/SMERA A4+,29-Sep-15,Indicative,26-Sep-17,,,,,,,,
1346,1346,KANNUR INTERNATIONAL AIRPORT LIMITED,SMERA BB-,07-Oct-15,,,,,,,,,,
1347,1347,KANWALDEEP SINGH SODHI,SMERA B+/SMERA A4,03-Apr-17,,,,,,,,,,
1348,1348,KAPEX SUPERMARKETS INDIA PRIVATE LIMITED,SMERA B-,18-May-16,Indicative,11-Sep-17,,,,,,,,
