Company Name,Industry,Instrument,Outlook,Rating
Admark Ceramic Industries,Building Products,Cash Credit Limit,Stable,CRISIL B+
Adoni Municipality,Multi-Utilities,Corporate Credit Rating,Stable,CCR BB
Ador Powertron Limited,Electrical Equipment,Working Capital Demand Loan,Stable,CRISIL BBB
Adore Suitings Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL BB-
Adpro Ceramics India Private Limited,Electrical Equipment,Cash Credit Limit,Stable,CRISIL B
Adroit Infratech Private Limited,Hotels Restaurants & Leisure,Term Loan Facilities,Stable,CRISIL B+
Adroit Structural Engineers Private Limited,Construction & Engineering,Over Draft,Stable,CRISIL BB
Advance Cable Technologies Private Limited,Electrical Equipment,Cash Credit Limit,Stable,CRISIL BB+
Advance Cropcare India Private Limited,Chemicals,Term Loan Facilities,Stable,CRISIL BB-
Advance Die Cast,Machinery,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Advance Forgings Private Limited,Auto Components,Term Loan Facilities,Stable,CRISIL BBB-
Advance Laminates Private Limited,Construction Materials,Cash Credit Limit,Stable,CRISIL B+
Advance Lamp Component & Table Wares Pvt. Ltd.,Containers & Packaging,Rupee Term Loans,Stable,CRISIL BB
Advance Metal Powder,Distributors,Cash Credit Limit,Stable,CRISIL BB-
Advance Panels and Switchgears Private Limited,Electrical Equipment,Term Loan Facilities,Stable,CRISIL BBB
Advance Steel Tubes Limited,Machinery,Cash Credit Limit,Stable,CRISIL BBB
Advanced Enzyme Technologies Limited,Biotechnology,Over Draft,Stable,CRISIL A
Advani Hotels and Resorts India Limited,Hotels Restaurants & Leisure,Cash Credit Limit,Stable,CRISIL BBB
Advatech Cera Tiles Limited,Building Products,Term Loan Facilities,Stable,CRISIL B+
Adventec Polymers Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL BBB+
Advy Chemical Private Limited,Pharmaceuticals,Export Packing Credit,Positive,CRISIL BB+
Adwaith Lakshmi Industries Limited,Machinery,Foreign Currency Term Loan,Stable,CRISIL BBB
Adwaith Textiles Limited,Engineering & Capital Goods,Long Term Bank Loan,Stable,CRISIL BB-
Aeon Formulations Private Limited,Pharmaceuticals,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Aeon Medical Private Limited,Auto Components,Cash Credit Limit,Stable,CRISIL B
Aero Club,Specialty Retail,Working Capital Demand Loan,Stable,CRISIL BBB
Aero Engineers,Machinery,Cash Credit Limit,Stable,CRISIL BB-
Aero Treatments Private Limited,Aerospace & Defense,Proposed Long-Term Bank Facility,Stable,CRISIL B
Aerobok Shoe Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL BBB
Aeron Exports Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL B-
Aerospace Engineers,Aerospace & Defense,Term Loan Facilities,Stable,CRISIL B+
Aesthetic Gold Ornaments Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BBB-
Aether Industries Limited,Chemicals,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Affil Vitrified Private Limited,Building Products,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Afflatus Gravures Private Limited,Containers & Packaging,Proposed Term Loan,Stable,CRISIL BBB
Afflatus International,Engineering & Capital Goods,Bill Discounting,Stable,CRISIL BBB-
Affordable Robotic AND Automation Private Limited,Machinery,Over Draft,Stable,CRISIL BB-
Afras Cashew Traders,Food Products,Cash Credit Limit,Stable,CRISIL BB-
Aftab Steels Private Limited,Metals & Mining,Term Loan Facilities,Stable,CRISIL B
Agarwal And Associates Impex Private Limited,Construction Materials,Term Loan Facilities,Stable,CRISIL B
Agarwal Auto Sales,Specialty Retail,Cash Credit Limit,Stable,CRISIL B+
Agarwal Automobiles - Varanasi,Specialty Retail,Electronic Dealer Financing Scheme,Stable,CRISIL BB-
Agarwal Business House,Multiline Retail,Cash Credit Limit,Stable,CRISIL BB+
Agarwal Coal Corporation Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL A-
Agarwal Diam Expo Private Limited,Distributors,Proposed Cash Credit Limit,Stable,CRISIL BB
Agarwal Fabtex Private Limited,Distributors,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Agarwal Fuel Corporation Private Limited,Distributors,Over Draft,Stable,CRISIL A-
Agarwal Packers and Movers Limited,Road & Rail,Cash Credit Limit,Stable,CRISIL BBB
Agarwal Transport Corporation Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL A-
Agasthiacodu Rubber Traders,Distributors,Cash Credit Limit,Stable,CRISIL B
Agasti Sahakari Sakhar Karkhana Limited,Food Products,Proposed Working Capital Facility,Stable,CRISIL B-
Agency House (A and N Islands) Private Limited,Specialty Retail,Inventory Funding,Stable,CRISIL BB+
Aggarwal Associates - Mansa,Construction & Engineering,Cash Credit Limit,Stable,CRISIL B
Aggarwal Automotive Private Limited,Specialty Retail,Inventory Funding,Stable,CRISIL B+
Aggarwal Cotton and General Mills,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
Aggarwal Industries.,Trading Companies & Distributors,Cash Credit Limit,Stable,CRISIL B
Aggarwal Steel Industries,Distributors,Cash Credit Limit,Stable,CRISIL B
Aggarwal and Company - Bhavnagar,Metals & Mining,Cash Credit Limit,Stable,CRISIL BB
Aggarwwal Exports,Food Products,Export Packing Credit,Stable,CRISIL BB-
Agmotex Fabrics Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL B+
Agra Wire Industries,Metals & Mining,Cash Credit Limit,Stable,CRISIL BB
Agrasen Ship Breakers Private Limited,Marine,Cash Credit Limit,Stable,CRISIL BB-
Agrasen Sponge Private Limited,Metals & Mining,Cash Credit Limit,Stable,CRISIL B+
Agrawal Infrabuild Private Limited,Construction & Engineering,Cash Credit-Book Debt,Stable,CRISIL BBB
Agrawal Power Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB
Agrawal Soya Extracts Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL B+
Agri Green Fertilizers and Chemicals Private Limited,Chemicals,Cash Credit Limit,Stable,CRISIL B+
Agri Till India,Machinery,Term Loan Facilities,Stable,CRISIL B
Agribase Commodities,Trading Companies & Distributors,Cash Credit Limit,Stable,CRISIL B
Agro Pulping Machinery Private Limited,Machinery,Long Term Bank Loan,Stable,CRISIL B+
Agro Tech Foods Limited,Food Products,Working Capital Demand Loan,Stable,CRISIL AA-
Agrocrops Exim Limited,Distributors,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Agsar Paints Private Limited,Chemicals,Long Term Bank Loan,Stable,CRISIL BB
Agsons Agencies India Private Limited,Distributors,Letter of Credit (LC),Stable,CRISIL BB-
Ahalya Agencies,Distributors,Cash Credit Limit,Stable,CRISIL B+
Ahammed Kutty Haji M,Construction & Engineering,Cash Credit Limit,Stable,CRISIL B
Ahammed Roller Flour Mills Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BB
Ahinsa Flour Mill Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BB
Ahmedabad Municipal Corporation,Multi-Utilities,Bond,Stable,CRISIL AA
Ahmedabad Packaging Industries Limited,Containers & Packaging,Over Draft,Stable,CRISIL BB+
Ahmednagar Municipal Corporation,Multi-Utilities,Proposed Long-Term Bank Facility,Stable,CRISIL B
Ahuja Construction Engineers,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB-
Ahuja Synfab Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB
Aimil Limited,Electronic Equipment Instruments & Components,Cash Credit Limit,Negative,CRISIL BBB-
Aimil Pharmaceuticals India Limited,Pharmaceuticals,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Ainaj Industries,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B
Air Carnival Private Limited,Transportation Infrastructure,Secured Overdraft Facility,Stable,CRISIL B
Air India Express Limited,Airlines,Non Convertible Debenture(SO),Stable,CRISIL AAA(SO)
Air India Limited,Airlines,Non Convertible Debenture(SO),Stable,CRISIL AAA(SO)
Air India SATS Airport Services Private Limited,Transportation Infrastructure,Cash Credit Limit,Stable,CRISIL A
Air Systems Limited,Machinery,Proposed Working Capital Facility,Stable,CRISIL B
Air Works India (Engineering) Private Limited,Transportation Infrastructure,Working Capital Demand Loan,Stable,CRISIL BBB
Airco-Fin Tubes India Private limited,Metals & Mining,Long Term Bank Loan,Stable,CRISIL B+
Aircon Guardrails Private Limited,Metals & Mining,Cash Credit Limit,Stable,CRISIL BB
Airoil Flaregas Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB
Airox Technologies Private Limited,Health Care Equipment & Supplies,Cash Credit Limit,Stable,CRISIL BB-
Airports Authority Of India,Transportation Infrastructure,Long-Term Borrowing Programme,Stable,CRISIL AAA
Airson Ceramic Industries,Building Products,Term Loan Facilities,Stable,CRISIL B+
Airtrax Polymers Private Limited,Containers & Packaging,Working Capital Facility,Stable,CRISIL BBB-
Airvision India Private Limited,Household Durables,Open Cash Credit,Stable,CRISIL B
Aishwarya Feeds,Food Products,Long Term Bank Loan,Stable,CRISIL BB-
Aishwarya Healthcare,Pharmaceuticals,Long Term Bank Loan,Stable,CRISIL BBB+
Aishwarya Infrastructure and Developers,Construction & Engineering,Over Draft,Stable,CRISIL B
Aishwarya Lifesciences,Health Care Equipment & Supplies,Cash Credit Limit,Stable,CRISIL BBB+
Aishwarya Vignan Educational Society,Diversified Consumer Services,Over Draft,Stable,CRISIL BB
Aisshpra Life Spaces,Real Estate Development,Term Loan Facilities,Stable,CRISIL B
Aiswarya Granites,Building Products,Long Term Bank Loan,Stable,CRISIL B
Aiswarya Silks,Trading Companies & Distributors,Stand by Line of Credit,Stable,CRISIL B+
Aizawl Municipal Corporation,Multi-Utilities,Corporate Credit Rating,Stable,CCR BB
Ajanta Gartex Processors Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL B
Ajanta Industries,Food Products,Cash Credit Limit,Stable,CRISIL B
Ajanta Packaging,Containers & Packaging,Rupee Term Loans,Stable,CRISIL BB+
Ajanta Print Arts,Containers & Packaging,Cash Credit Limit,Stable,CRISIL BBB
Ajanta Soya Limited,Food Products,Cash Credit Limit,Negative,CRISIL BBB-
Ajay Cotspin Industries,Engineering & Capital Goods,Long Term Bank Loan,Stable,CRISIL B
Ajay Food Products (Katni) Private Limited,Food Products,Stand by Line of Credit,Stable,CRISIL BB
Ajay Hi-Tech Agro Foods,Food Products,Cash Credit Limit,Stable,CRISIL B+
Ajay Industrial Corporation Limited,Machinery,Cash Credit Limit,Stable,CRISIL BBB
Ajay Natavarlal Commodities Private Limited,Broking Company,Over Draft,Stable,CRISIL BBB-
Ajay Poly Private Limited,Household Durables,Cash Credit Limit,Stable,CRISIL BBB-
Ajeet Seeds Limited.,Food Products,Cash Credit Limit,Positive,CRISIL A
Ajinkya Big Bazar,Trading Companies & Distributors,Cash Credit Limit,Stable,CRISIL B+
Ajwani Infrastructure Private Limited,Construction & Engineering,Proposed Long-Term Bank Facility,Stable,CRISIL BBB+
Akanksha Automobiles (Rudrapur) Private Limited,Specialty Retail,Electronic Dealer Financing Scheme,Stable,CRISIL BB
Akanksha Poultry Farm,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL B
Akanksha Power and Infrastructure Private Limited,Construction & Engineering,Proposed Cash Credit Limit,Stable,CRISIL BB-
Akanksha Sales Promoters India Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL BB
Akas Medical,Health Care Equipment & Supplies,Cash Credit Limit,Stable,CRISIL B+
Akash Agro Industries,Pharmaceuticals,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Akash Agro Industries Limited,Food Products,Cash Credit Limit,Stable,CRISIL BBB-
Akash Ceramics Private Limited,Building Products,Cash Credit Limit,Stable,CRISIL BB
Akash Cotex,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL B
Akash Poly Pack,Containers & Packaging,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Akash Rice And Agro Industries Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL B+
Akash Rice Industries,Food Products,Cash Credit Limit,Stable,CRISIL B+
Akashdeep Construction Co,Construction & Engineering,Loan Against Property(LT),Stable,CRISIL B+
Akay Flavours and Aromatics Private Limited,Food Products,Stand by Line of Credit,Stable,CRISIL BBB+
Akay Spices Private Limited,Food Products,Long Term Bank Loan,Stable,CRISIL BB+
Akesiss Pharma Private Limited,Pharmaceuticals,Loan Against Property(LT),Stable,CRISIL BB
Akhand Jyoti Jan Kalyan Sewa Samiti,Co-operative Society,Over Draft,Stable,CRISIL B+
Akilesh Selva Maligi,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B
Akkavila K Lekshmanan and Company,Construction Materials,Term Loan Facilities,Stable,CRISIL B+
Akola Municipal Corporation,Multi-Utilities,Corporate Credit Rating,Stable,CCR BB+
Akross Synthetics Private Limited,Chemicals,Cash Credit Limit,Stable,CRISIL BB-
Akruthi Apparrel,Engineering & Capital Goods,Bill Discounting,Stable,CRISIL BB+
Akshar Elecinfra Private Limited,Electrical Equipment,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Akshar Enterprises - Nashik,Distributors,Proposed Cash Credit Limit,Stable,CRISIL BB-
Akshar Impex Private Limited,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Positive,CRISIL BBB-
Akshar Precision Tubes Private Limited,Machinery,Cash Credit Limit,Negative,CRISIL BBB-
Akshara Industries Limited,Metals & Mining,Cash Credit Limit,Stable,CRISIL BBB-
Akshara Spinning Mills Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BBB-
Akshat Apartments Private Limited,Real Estate Development,Drop Line Overdraft Facility,Stable,CRISIL BB+
Akshat Papers Limited,Paper & Forest Products,Term Loan Facilities,Stable,CRISIL B+
Akshay Constructions,Construction & Engineering,Long Term Bank Loan,Stable,CRISIL BB-
Akshay Food Impex Private Limited,Food Products,Export Bill Negotiation,Stable,CRISIL BB
Akshay Spinning Mills,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL B-
Akshaya Auto Service,Specialty Retail,Cash Credit Limit,Stable,CRISIL B+
Akshaya Builders,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB-
Akshaya India Tours AND Travels Private Limited,Hotels Restaurants & Leisure,Cash Credit Limit,Stable,CRISIL BB-
Akshit Enterprises Private Limited,Metals & Mining,Proposed Working Capital Facility,Stable,CRISIL BB+
Akshkuber Sortex Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL B
Aksigen Hospital Care,Pharmaceuticals,Cash Credit Limit,Stable,CRISIL BB
Akula Boards Limited,Paper & Forest Products,Proposed Long-Term Bank Facility,Stable,CRISIL B
Al Ameen Green Energy Private Limited,Independent Power Producers & Energy Traders,Proposed Long-Term Bank Facility,Stable,CRISIL B
Al Ammar Frozen Foods Exports Pvt. Ltd,Food Products,Term Loan Facilities,Stable,CRISIL B
Al Kabeer Exports Private Limited,Food Products,Proposed Long-Term Bank Facility,Negative,CRISIL BBB
Al Karma,Building Products,Proposed Long-Term Bank Facility,Stable,CRISIL B-
Al Manama Retail Private Limited,Food & Staples Retailing,Cash Credit Limit,Stable,CRISIL BB-
Al Sumama Agro Foods Private Limited,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL BBB-
Al Waris Exports,Engineering & Capital Goods,Proposed Working Capital Facility,Stable,CRISIL B
Al-Badriya Wood Industries,Distributors,Cash Credit Limit,Stable,CRISIL B
Al-Fas Trading International Pvt Ltd,Distributors,Cash Credit Limit,Stable,CRISIL B+
Al-Quresh Exports,Food Products,Long Term Bank Loan,Stable,CRISIL BBB-
Al-Sana Agro Food Products Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BB+
Alacrity Securities Limited,Broking Company,Over Draft,Stable,CRISIL BB-
Alakh Advertising and Publicity Private Limited,Media,Proposed Long-Term Bank Facility,Stable,CRISIL BBB-
Alam Tannery Private Limited,Engineering & Capital Goods,Foreign Bill Purchase,Stable,CRISIL B-
Alankar Auto Sales and Service Private Limited,Specialty Retail,Cash Credit Limit,Stable,CRISIL BBB-
Alashore Marine Exports Private Limited,Food Products,Term Loan Facilities,Stable,CRISIL BB-
Albanna Engineering (India) Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL B
Albert David Limited,Pharmaceuticals,Cash Credit Limit,Stable,CRISIL A-
Albertsons International Private Limited,Distributors,Term Loan Facilities,Negative,CRISIL BB+
Alchem International Private Limited,Health Care Equipment & Supplies,Cash Credit Limit,Stable,CRISIL A-
Alchemy Techsol India Private Limited,Commercial Services & Supplies,Cash Credit Limit,Stable,CRISIL BB
Alcobrew Distilleries India Private Limited,Beverages,Cash Credit Limit,Stable,CRISIL BBB
Alcon Biosciences Private Limited,Pharmaceuticals,Line of Credit (LT),Stable,CRISIL BB-
Alcon Electronics Private Limited,Electronic Equipment Instruments & Components,Cash Credit Limit,Stable,CRISIL BBB-
Alectra Construction Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BBB-
Alembic Pharmaceuticals Limited,Pharmaceuticals,Proposed Long-Term Bank Facility,Stable,CRISIL AA+
Alert India Private Limited,Engineering & Capital Goods,Proposed Fund-Based Bank Limits,Stable,CRISIL BBB-
Alex Astral Power Private Limited,Independent Power Producers & Energy Traders,Long Term Bank Loan,Stable,CRISIL A-
Alfa Chemo Plast Private Limited,Trading Companies & Distributors,Proposed Cash Credit Limit,Stable,CRISIL B-
Alfa Laval India Limited,Machinery,Cash Credit Limit,Stable,CRISIL AA+
Alfa Transformers Limited,Electronic Equipment Instruments & Components,Cash Credit Limit,Stable,CRISIL B+
Alhind Tours And Travels Private Limited,Hotels Restaurants & Leisure,Cash Credit Limit,Stable,CRISIL BBB-
Alicon Castalloy Limited,Auto Components,Cash Credit Limit,Positive,CRISIL A-
Alin Cashews,Distributors,Cash Credit Limit,Stable,CRISIL B-
Alina Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL BBB
Alinta Granito Private Limited,Building Products,Cash Credit Limit,Stable,CRISIL B+
Alishan Ginning Mills Private Limited,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Alishan Veneer and Plywood Private Limited,Construction Materials,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Alkem Laboratories Limited,Pharmaceuticals,Cash Credit Limit,Stable,CRISIL AA+
Alkyl Amines Chemicals Limited,Chemicals,Export Packing Credit,Stable,CRISIL A
All India Society For Electronics and Computer Technology,Diversified Consumer Services,Term Loan Facilities,Stable,CRISIL BBB
All Services Global Private Limited,Commercial Services & Supplies,Cash Credit Limit,Stable,CRISIL BBB-
Allahabad Bank,Banks,Perpetual Tier-I Bonds (under Basel II)(LT),Negative,CRISIL A+
